icao_code,fecha_mes,operaciones_llegada,operaciones_salida,TOQUE Y DESPEGUE,operaciones_otras,operaciones_total,pasajeros_salida,carga_salida_kg,n_destinos_total,n_empresas_salida,n_registros_salida,pasajeros_llegada,carga_llegada_kg,n_origenes_total,n_empresas_llegada,n_registros_llegada,pasajeros_total,carga_total_kg,pasajeros_salida_internacional,pasajeros_salida_nacional,pasajeros_llegada_internacional,pasajeros_llegada_nacional,pasajeros_internacional_total,proporcion_pasajeros_internacional,n_metar_mes,temp_media_c,temp_min_c,temp_max_c,temp_std_c,dewpoint_media_c,humedad_media_pct,viento_medio_kt,viento_max_kt,viento_std_kt,rafaga_max_kt,visibilidad_media_sm,visibilidad_min_sm,visibilidad_std_sm,cloud_base_min_ft,altimeter_media_inhg,prop_lluvia,prop_tormenta,prop_niebla,prop_baja_visibilidad,prop_viento_fuerte,prop_rafaga,prop_ifr_aprox,n_metar_esperados_mes,cobertura_metar_ratio,name,type,municipality,region_name,iata_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,tiene_metar_mes,tiene_od_mes,sin_od_sin_metar_mes,target_operaciones_total_mes_siguiente,target_q33_operaciones,target_q66_operaciones,target_nivel_operacion_mes_siguiente
SKAR,2020-11-01,109.0,108.0,6.0,6.0,223.0,4486.0,4169.0,22,4,24,4573.0,15028.0,13,4,17,9059.0,19197.0,170.0,4316.0,102.0,4471.0,272.0,0.030025389115796445,3,23.666666666666668,18.000000000000004,28.000000000000004,5.131601439446884,18.33333333333334,74.39999999999999,1.0,3.0,1.7320508075688772,,5.796666666666667,4.97,0.715914333795136,1700.0,30.046666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.004166666666666667,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,315.0,220.0,564.0,medio
SKAR,2020-12-01,154.0,154.0,7.0,7.0,315.0,8100.0,12067.0,43,9,49,9544.0,15640.0,44,9,52,17644.0,27707.0,2076.0,6024.0,2544.0,7000.0,4620.0,0.26184538653366585,2,22.5,20.0,25.0,3.5355339059327378,19.000000000000004,81.65,6.0,9.0,4.242640687119285,,6.21,6.21,0.0,1700.0,30.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.002688172043010753,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,400.0,220.0,564.0,medio
SKAR,2021-01-01,179.0,178.0,43.0,43.0,400.0,9453.0,0.0,47,4,50,8113.0,4050.0,54,5,56,17566.0,4050.0,2121.0,7332.0,1972.0,6141.0,4093.0,0.23300694523511328,4,22.75,21.999999999999996,24.000000000000004,0.9574271077563419,18.500000000000004,77.11500000000001,1.75,4.0,2.0615528128088303,,6.21,6.21,0.0,2000.0,30.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.005376344086021506,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,322.0,220.0,564.0,medio
SKAR,2021-02-01,150.0,148.0,24.0,24.0,322.0,5747.0,16178.0,46,6,62,6212.0,8260.0,53,6,58,11959.0,24438.0,1189.0,4558.0,1306.0,4906.0,2495.0,0.20862948407057447,13,23.692307692307697,18.000000000000004,28.000000000000004,3.400603264731504,18.846153846153847,75.7023076923077,3.4615384615384617,13.0,3.5264567820827515,,5.78076923076923,2.49,1.1144091224984174,1200.0,29.997692307692304,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,672.0,0.019345238095238096,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,313.0,220.0,564.0,medio
SKAR,2021-03-01,151.0,154.0,8.0,8.0,313.0,8844.0,10512.0,39,9,47,8205.0,4020.0,55,10,59,17049.0,14532.0,2542.0,6302.0,1379.0,6826.0,3921.0,0.22998416329403484,10,23.8,18.000000000000004,28.000000000000004,3.425395354310699,18.6,73.93200000000002,2.3,6.0,2.5407785333546005,,5.155,1.86,1.5502920871743993,800.0,30.012,0.6,0.2,0.0,0.1,0.0,0.0,0.1,744.0,0.013440860215053764,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,310.0,220.0,564.0,medio
SKAR,2021-04-01,153.0,156.0,1.0,1.0,310.0,9410.0,200.0,47,6,52,8637.0,200.0,48,6,53,18047.0,400.0,2380.0,7030.0,2049.0,6588.0,4429.0,0.24541475037402338,12,22.833333333333332,19.000000000000004,28.000000000000004,2.8230651727682408,19.0,80.6975,3.5833333333333335,13.0,3.941811612428832,,5.848333333333334,4.97,0.5582087151746824,200.0,29.954999999999995,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,720.0,0.016666666666666666,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,337.0,220.0,564.0,medio
SKAR,2021-05-01,161.0,163.0,13.0,13.0,337.0,10933.0,866.0,52,10,62,9379.0,8290.0,53,10,61,20312.0,9156.0,2871.0,8062.0,2168.0,7211.0,5039.0,0.24807995273729816,12,21.666666666666668,17.0,26.999999999999996,2.83912064918102,18.666666666666668,84.20666666666666,1.9166666666666667,7.0,2.274696116900546,,5.796666666666667,4.35,0.6653137787859383,1200.0,30.0625,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.016129032258064516,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,362.0,220.0,564.0,medio
SKAR,2021-06-01,181.0,179.0,2.0,2.0,362.0,13077.0,40.0,55,9,63,13518.0,730.0,53,9,62,26595.0,770.0,2991.0,10086.0,2880.0,10638.0,5871.0,0.22075578116187253,15,21.466666666666665,17.0,28.000000000000004,4.015446366695679,18.0,82.45666666666665,1.4666666666666666,4.0,1.8847761013926703,,5.009333333333332,1.24,1.870719749442011,900.0,30.093999999999998,0.13333333333333333,0.0,0.2,0.2,0.0,0.0,0.2,720.0,0.020833333333333332,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,381.0,220.0,564.0,medio
SKAR,2021-07-01,185.0,190.0,6.0,6.0,381.0,15974.0,1585.0,55,7,68,15887.0,6400.0,53,6,60,31861.0,7985.0,3221.0,12753.0,3497.0,12390.0,6718.0,0.21085339443206427,9,24.333333333333332,19.000000000000004,30.0,4.06201920231798,18.555555555555557,71.79444444444445,2.7777777777777777,10.0,3.419714088113866,,5.934444444444445,4.97,0.5467886042866823,1000.0,30.029999999999998,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.012096774193548387,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,431.0,220.0,564.0,medio
SKAR,2021-08-01,212.0,216.0,3.0,3.0,431.0,16538.0,1291.0,54,5,57,15747.0,119.0,54,5,60,32285.0,1410.0,3234.0,13304.0,2612.0,13135.0,5846.0,0.1810748025398792,33,22.75,18.000000000000004,28.000000000000004,3.0480030480045714,18.181818181818183,76.79031249999998,2.8181818181818183,8.0,2.55507516345588,,5.627272727272727,1.86,1.0964239392431443,1300.0,30.04,0.2727272727272727,0.12121212121212122,0.030303030303030304,0.06060606060606061,0.0,0.0,0.06060606060606061,744.0,0.04435483870967742,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,472.0,220.0,564.0,medio
SKAR,2021-09-01,228.0,232.0,12.0,12.0,472.0,19178.0,4957.0,55,7,62,18251.0,4742.0,56,7,62,37429.0,9699.0,2823.0,16355.0,2521.0,15730.0,5344.0,0.1427769911031553,18,22.5,15.0,29.000000000000004,3.5521327479168807,18.11111111111111,77.6911111111111,2.888888888888889,8.0,2.4944382578492945,,5.934444444444443,4.97,0.485970493200398,1000.0,28.40444444444445,0.2222222222222222,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,720.0,0.025,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,414.0,220.0,564.0,medio
SKAR,2021-10-01,197.0,199.0,18.0,18.0,414.0,16247.0,5807.0,58,7,62,16426.0,12323.0,58,7,63,32673.0,18130.0,2880.0,13367.0,3199.0,13227.0,6079.0,0.18605576469868088,26,21.923076923076923,18.000000000000004,28.000000000000004,2.8833740919010404,18.500000000000004,82.20961538461538,1.8846153846153846,10.0,3.0505989323662077,,5.3030769230769215,1.86,1.6488705691612526,800.0,30.048076923076913,0.2692307692307692,0.07692307692307693,0.07692307692307693,0.19230769230769232,0.0,0.0,0.19230769230769232,744.0,0.03494623655913978,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,444.0,220.0,564.0,medio
SKAR,2021-11-01,215.0,217.0,12.0,12.0,444.0,20530.0,6371.0,60,7,65,21296.0,11937.0,57,7,65,41826.0,18308.0,3550.0,16980.0,4373.0,16923.0,7923.0,0.1894276287476689,464,21.965367965367964,16.0,29.000000000000004,3.0368117084167716,18.43073593073593,81.83307359307375,1.6277533039647578,8.0,2.035062581206324,,5.315164835164846,0.31,1.5768484451668232,100.0,30.04181425485965,0.26939655172413796,0.04741379310344827,0.09051724137931035,0.12087912087912088,0.0,0.0,0.13938053097345132,720.0,0.6444444444444445,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,513.0,220.0,564.0,medio
SKAR,2021-12-01,250.0,255.0,8.0,8.0,513.0,20362.0,12921.0,56,8,63,23468.0,29653.0,65,8,76,43830.0,42574.0,3436.0,16926.0,4639.0,18829.0,8075.0,0.18423454255076432,543,22.464944649446494,17.0,30.0,3.0061040637396967,18.813653136531364,81.26370848708498,1.3351749539594844,9.0,1.9809974370802208,,5.407661141804794,0.06,1.4740065950187742,100.0,30.02377079482444,0.20441988950276244,0.049723756906077346,0.10681399631675875,0.08839779005524862,0.0,0.0,0.10313075506445672,744.0,0.7298387096774194,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,457.0,220.0,564.0,medio
SKAR,2022-01-01,224.0,226.0,7.0,7.0,457.0,21512.0,432.0,62,9,69,18692.0,370.0,58,7,68,40204.0,802.0,4181.0,17331.0,3535.0,15157.0,7716.0,0.19192120187046066,551,22.28181818181818,16.0,30.0,3.264680499634863,18.234545454545454,79.67539999999994,1.730909090909091,10.0,2.193787612801463,,5.7241197822141725,0.75,1.065579268920622,200.0,30.036442831215986,0.17967332123411978,0.032667876588021776,0.039927404718693285,0.034482758620689655,0.0,0.0,0.0544464609800363,744.0,0.7405913978494624,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,427.0,220.0,564.0,medio
SKAR,2022-02-01,208.0,207.0,12.0,12.0,427.0,18194.0,196.0,59,8,65,17179.0,590.0,59,8,69,35373.0,786.0,3505.0,14689.0,2839.0,14340.0,6344.0,0.17934582873943403,499,21.93574297188755,15.0,29.000000000000004,3.3120546168368463,18.1285140562249,80.93409638554225,1.6633266533066133,10.0,2.140374398504645,,5.161302605210433,0.06,1.6282049971253252,200.0,30.024689378757557,0.20641282565130262,0.06412825651302605,0.13627254509018036,0.13627254509018036,0.0,0.0,0.15030060120240482,672.0,0.7425595238095238,El Eden Airport,medium_airport,Armenia,Quindio Department,AXM,4.45278,-75.7664,3990,1,1,1,0,533.0,220.0,564.0,medio
